customer_id,age,customer_tenure_months,avg_watch_hours_per_week,avg_session_length_min,days_since_last_login,number_of_devices,number_of_support_tickets,monthly_price,discount_percent,subscription_plan,device_type_primary,payment_method,auto_renew_enabled,uses_offline_downloads,shared_account,watched_trending_content,engagement_level,satisfaction_rating,churn_score_hidden,churned
SV500785,37,13.1,5.7,43.5,3.0,3,0.0,8.99,30,Family,SmartTV,Credit Card,True,True,True,True,High,Medium,-27.57,No
SV503997,31,25.6,7.2,39.7,4.3,1,1.0,12.99,0,Basic,Laptop,Debit Card,True,False,False,True,Medium,High,-13.16,No
SV502622,51,12.8,0.3,49.5,1.6,3,0.0,8.99,0,Standard,Mobile,Credit Card,True,False,False,True,Low,High,-5.21,No
SV502907,34,22.5,11.6,20.9,4.2,3,1.0,19.99,0,Standard,SmartTV,PayPal,False,False,False,True,High,High,-12.04,No
SV503387,28,56.7,0.6,34.8,1.1,5,0.0,12.99,20,Basic,Mobile,PayPal,False,False,False,True,Medium,High,-10.09,No
SV503786,30,3.9,11.2,35.3,4.3,5,1.0,8.99,30,Family,Laptop,Debit Card,True,False,False,True,Medium,,-38.41,No
SV500881,44,2.2,9.9,86.3,5.0,5,1.0,19.99,20,Standard,Laptop,Credit Card,True,True,False,True,Medium,High,-13.78,No
SV503699,21,14.5,10.1,36.6,3.8,4,0.0,12.99,0,Basic,Mobile,Credit Card,True,True,True,False,Medium,High,19.21,Yes
SV502369,43,10.1,1.9,36.4,4.9,2,2.0,8.99,10,Basic,SmartTV,Credit Card,True,False,False,False,Medium,,-5.76,No
SV502736,24,47.8,9.0,65.1,11.1,2,1.0,8.99,0,Basic,Laptop,Credit Card,False,True,False,True,Medium,Medium,5.14,Yes
SV503594,30,21.1,18.9,37.9,1.6,4,1.0,8.99,0,Standard,Laptop,Debit Card,True,False,True,True,High,High,-26.94,No
SV500222,36,6.4,4.1,51.6,28.1,3,1.0,12.99,20,Standard,Laptop,Credit Card,True,False,False,False,Low,Medium,3.8,No
SV501995,38,2.1,12.0,62.5,17.9,3,0.0,12.99,10,Family,Laptop,Debit Card,False,False,False,True,Medium,High,-7.52,No
SV501717,28,16.3,2.8,55.9,2.1,3,2.0,8.99,0,Standard,SmartTV,Credit Card,True,False,True,True,Low,Medium,4.26,No
SV500573,24,9.6,3.3,51.1,16.2,3,1.0,8.99,0,Premium,Laptop,Credit Card,True,True,False,False,Low,High,-0.28,No
SV503328,27,14.7,7.0,58.0,7.8,4,5.0,8.99,0,Standard,SmartTV,Credit Card,True,False,False,False,Medium,Low,15.46,Yes
SV503377,31,15.8,20.9,45.0,0.2,4,2.0,8.99,0,Standard,SmartTV,Gift Card,True,False,False,True,High,Medium,-1.92,No
SV501537,16,15.6,10.0,61.7,9.1,4,3.0,12.99,0,Premium,SmartTV,Debit Card,False,True,False,True,High,Medium,-16.5,No
SV501258,53,8.7,5.8,11.4,1.0,3,3.0,8.99,20,Premium,Mobile,Credit Card,True,True,False,True,Medium,Medium,-5.54,No
SV502754,46,8.8,7.0,77.8,4.1,3,0.0,8.99,0,Standard,SmartTV,Debit Card,True,False,True,False,Low,High,-0.97,No
SV501345,59,26.7,17.0,43.3,1.8,5,,12.99,0,Premium,Laptop,PayPal,True,True,False,True,High,High,-18.93,No
SV500080,39,20.9,4.4,22.0,12.9,4,1.0,15.99,30,Basic,SmartTV,PayPal,False,False,False,False,Medium,High,-5.62,No
SV500257,30,23.2,4.0,34.3,0.7,2,2.0,12.99,0,Basic,Laptop,Gift Card,False,False,False,False,Low,High,12.29,Yes
SV500295,36,11.3,6.6,58.5,1.7,2,1.0,12.99,10,Premium,SmartTV,Credit Card,True,True,False,True,Medium,,-19.44,No
SV502092,35,21.6,11.3,34.2,6.5,3,2.0,8.99,50,Standard,Laptop,Credit Card,True,False,True,False,High,High,-17.43,No
SV501034,28,12.4,8.1,63.9,25.3,4,1.0,15.99,0,Basic,Laptop,PayPal,True,False,False,True,Medium,,5.69,Yes
SV501545,31,14.5,9.6,,16.4,5,0.0,15.99,30,Standard,Laptop,PayPal,True,False,True,False,Medium,High,5.57,Yes
SV501840,28,3.4,4.1,27.8,27.1,2,1.0,8.99,50,Standard,Mobile,PayPal,False,True,False,False,Low,High,-7.98,No
SV501740,30,10.9,12.0,39.9,0.3,3,2.0,8.99,20,Family,Mobile,Credit Card,True,False,False,True,High,High,-28.45,No
SV502375,16,16.6,2.0,52.4,6.0,4,0.0,19.99,0,Premium,Tablet,Debit Card,True,False,False,True,Low,High,-0.81,No
SV500654,40,16.2,8.1,47.4,18.9,5,2.0,19.99,50,Standard,Mobile,Credit Card,False,False,False,True,Medium,Medium,25.96,Yes
SV502776,40,16.2,4.8,47.0,11.5,3,2.0,8.99,0,Basic,SmartTV,Credit Card,True,False,False,True,Medium,Medium,4.91,No
SV502855,51,28.1,7.3,45.9,0.4,4,2.0,12.99,20,Basic,Mobile,Credit Card,True,False,True,True,Medium,High,15.8,Yes
SV502325,40,15.4,12.9,60.0,3.6,1,1.0,12.99,0,Standard,Laptop,Debit Card,True,False,False,True,Medium,High,-22.77,No
SV503182,26,10.8,5.9,49.0,6.8,5,0.0,8.99,0,Basic,Mobile,PayPal,False,False,True,True,Low,Medium,13.46,Yes
SV503567,21,15.6,3.5,50.9,0.9,4,1.0,19.99,0,Family,Mobile,Credit Card,False,True,False,True,Medium,High,-1.12,No
SV503570,42,19.2,6.5,45.0,7.0,5,1.0,15.99,0,Premium,Mobile,Debit Card,True,False,False,False,Medium,High,-1.61,No
SV502812,29,24.8,23.0,6.6,1.4,5,2.0,15.99,30,Premium,SmartTV,Credit Card,True,True,False,True,High,Medium,-8.15,No
SV502530,47,11.9,3.3,64.1,3.2,1,4.0,8.99,50,Basic,Laptop,Credit Card,False,True,False,True,Low,High,-7.57,No
SV500655,38,7.9,2.0,71.4,13.2,4,2.0,19.99,0,Basic,SmartTV,Credit Card,True,False,True,True,Low,Low,33.68,Yes
SV501909,39,55.6,13.5,8.7,5.9,2,2.0,12.99,10,Basic,Mobile,Credit Card,True,False,False,True,High,Medium,-17.35,No
SV501745,25,12.1,7.8,15.0,22.5,3,0.0,12.99,50,Family,Tablet,PayPal,True,False,False,True,Medium,High,-22.31,No
SV502415,49,39.4,12.7,51.7,31.0,1,1.0,12.99,20,Premium,SmartTV,Credit Card,True,True,True,True,High,Medium,-20.81,No
SV502213,54,39.2,90.0,82.2,0.3,2,0.0,19.99,10,Premium,Laptop,Credit Card,True,True,False,False,Medium,High,-5.87,No
SV500411,16,9.3,3.7,60.9,0.4,3,2.0,8.99,20,Premium,SmartTV,Debit Card,False,False,False,False,Medium,Medium,-16.82,No
SV500978,18,2.2,7.5,54.4,23.3,5,0.0,12.99,50,Standard,SmartTV,Debit Card,True,False,False,True,Medium,Medium,6.07,Yes
SV501171,16,12.3,3.8,43.3,9.8,5,2.0,8.99,0,Basic,Mobile,Debit Card,True,False,False,True,Medium,Medium,-6.31,No
SV501431,24,59.0,12.7,75.9,5.1,5,3.0,19.99,50,Standard,Mobile,PayPal,True,False,True,True,High,Medium,-11.6,No
SV501074,24,5.8,5.2,24.0,1.4,2,1.0,8.99,0,Standard,Mobile,Credit Card,True,False,False,False,Medium,High,-0.01,No
SV501022,39,11.8,11.6,40.0,3.1,3,2.0,8.99,10,Premium,Tablet,PayPal,True,True,False,True,Medium,High,-18.18,No
SV503226,24,11.5,3.3,58.3,0.4,1,1.0,19.99,0,Standard,Laptop,Debit Card,True,True,False,True,Low,High,6.16,Yes
SV500720,33,24.9,5.3,38.8,8.5,2,1.0,12.99,10,Basic,Tablet,PayPal,False,False,False,False,Medium,Medium,-1.44,No
SV500152,16,10.4,1.8,63.8,4.9,2,3.0,15.99,30,Basic,Laptop,Credit Card,True,True,False,True,Low,High,-16.21,No
SV500948,38,35.4,15.3,22.7,19.0,2,0.0,8.99,20,Family,Mobile,PayPal,True,False,True,True,High,High,-19.72,No
SV502357,38,29.1,9.5,70.9,19.9,2,0.0,12.99,0,Family,Tablet,Credit Card,True,False,False,True,Medium,High,-13.89,No
SV501830,42,31.3,3.6,69.6,11.3,1,2.0,19.99,20,Basic,Laptop,Credit Card,True,False,True,False,Medium,Medium,31.54,Yes
SV500102,30,55.6,14.6,80.9,6.8,2,0.0,8.99,0,Premium,Laptop,Debit Card,True,False,True,True,High,High,-29.61,No
SV503455,25,15.9,10.7,26.3,21.6,1,2.0,8.99,0,Basic,SmartTV,Credit Card,False,False,False,False,High,High,1.58,No
SV500731,35,3.0,7.1,28.8,15.9,2,1.0,12.99,0,Basic,Mobile,Credit Card,True,True,True,True,Low,High,47.35,Yes
SV500239,28,27.8,3.0,28.8,31.0,1,0.0,19.99,0,Standard,Mobile,PayPal,True,False,False,True,Low,High,-4.45,No
SV503351,39,13.0,1.6,53.9,8.3,3,1.0,19.99,0,Premium,SmartTV,Gift Card,True,True,False,False,Low,High,39.89,Yes
SV502973,28,29.0,7.8,39.7,3.4,3,1.0,12.99,10,Premium,Mobile,Credit Card,True,True,True,True,Medium,High,-15.26,No
SV501727,28,9.3,9.8,23.4,0.6,3,2.0,12.99,0,Standard,Mobile,Gift Card,True,True,False,False,High,Medium,2.0,No
SV502093,43,35.3,12.4,41.2,8.9,4,0.0,15.99,0,Basic,Laptop,Debit Card,True,False,True,False,Medium,High,8.73,Yes
SV502840,32,27.0,3.1,36.0,1.8,5,0.0,19.99,20,Standard,Laptop,Credit Card,False,False,False,True,Low,High,22.85,Yes
SV500857,39,9.0,8.9,14.2,27.5,5,1.0,12.99,0,Standard,Mobile,PayPal,True,True,False,True,Medium,High,-4.9,No
SV501157,50,12.4,22.1,47.9,3.4,5,1.0,15.99,0,Basic,SmartTV,Debit Card,True,True,False,False,High,High,-8.61,No
SV500862,33,17.0,10.4,46.5,8.7,3,2.0,12.99,50,Standard,SmartTV,Credit Card,False,True,False,False,Medium,Medium,3.8,No
SV502519,16,27.9,8.2,47.2,13.4,3,1.0,15.99,0,Standard,Mobile,Debit Card,True,True,True,False,High,High,-23.36,No
SV502847,27,61.8,6.7,48.5,11.2,3,5.0,8.99,20,Family,Mobile,Credit Card,True,False,False,True,Medium,Medium,1.7,No
SV502725,30,26.0,8.7,32.9,1.2,3,0.0,8.99,30,Family,Tablet,Debit Card,True,True,False,True,Medium,High,-24.15,No
SV503792,30,18.7,3.1,43.9,7.9,4,1.0,15.99,0,Standard,Tablet,PayPal,False,True,False,False,Low,High,7.8,Yes
SV500755,46,26.1,3.9,60.6,7.9,3,0.0,8.99,0,Premium,SmartTV,Debit Card,True,True,False,False,Low,High,1.84,No
SV500332,26,29.7,3.3,47.2,6.8,2,5.0,19.99,0,Basic,Tablet,PayPal,True,False,False,True,Medium,Low,44.1,Yes
SV500744,35,21.2,8.9,69.2,0.6,5,0.0,15.99,30,Standard,Laptop,Credit Card,True,False,False,False,High,High,-0.89,No
SV503288,30,41.1,8.0,65.2,6.3,2,0.0,8.99,20,Standard,SmartTV,Debit Card,True,True,False,False,Medium,High,-6.47,No
SV502643,23,17.3,3.6,90.7,4.1,4,2.0,19.99,0,Standard,Laptop,Credit Card,False,False,False,True,Low,Medium,8.93,Yes
SV502274,35,4.9,2.3,68.9,14.4,3,2.0,19.99,0,Standard,Laptop,Credit Card,True,True,False,False,Medium,Medium,43.43,Yes
SV503631,47,32.4,8.0,22.0,9.5,1,0.0,12.99,0,Standard,Tablet,Credit Card,False,True,False,True,Medium,High,-11.7,No
SV503802,32,27.1,3.1,52.8,6.2,3,0.0,12.99,0,Standard,Mobile,PayPal,True,True,False,True,Medium,High,-21.56,No
SV503779,16,30.6,13.7,49.7,8.5,1,0.0,15.99,20,Premium,Mobile,Credit Card,True,True,False,True,High,High,-16.68,No
SV503128,26,29.8,9.6,28.7,11.4,2,,12.99,50,Standard,Laptop,PayPal,False,False,False,True,Medium,High,-2.3,No
SV502083,36,13.6,5.8,51.0,2.8,5,2.0,8.99,0,Basic,Laptop,Credit Card,False,False,False,True,Medium,High,-15.93,No
SV502702,43,6.3,4.4,47.8,35.9,2,1.0,12.99,0,Basic,Mobile,Gift Card,True,False,False,True,Low,,9.79,Yes
SV503962,40,35.9,16.0,15.1,2.5,4,0.0,15.99,0,Standard,SmartTV,Debit Card,False,True,False,False,High,High,-15.29,No
SV500907,20,7.7,8.7,63.8,0.2,4,1.0,15.99,0,Premium,SmartTV,PayPal,False,False,False,True,Medium,High,-1.28,No
SV502283,37,6.2,5.6,81.2,0.2,3,0.0,15.99,50,Family,Laptop,Credit Card,True,True,True,True,Low,High,12.2,Yes
SV501163,17,14.3,21.4,47.5,6.4,5,2.0,12.99,0,Premium,SmartTV,Credit Card,False,False,False,True,High,High,-15.32,No
SV502183,23,7.6,4.9,29.7,0.5,5,1.0,12.99,30,Premium,Mobile,PayPal,True,False,True,False,Medium,High,-10.27,No
SV503722,44,16.5,3.3,72.0,3.6,3,3.0,8.99,0,Family,Laptop,Credit Card,True,False,False,False,Medium,,-6.38,No
SV502211,45,29.5,8.5,23.9,3.3,1,2.0,12.99,0,Family,Mobile,Credit Card,False,False,True,True,Medium,High,-28.45,No
SV502067,34,31.7,5.5,56.6,20.3,2,4.0,15.99,0,Premium,SmartTV,Credit Card,False,False,True,False,High,High,-3.56,No
SV500554,33,31.3,11.7,35.2,9.9,2,1.0,8.99,20,Basic,Tablet,Credit Card,False,True,True,True,Medium,High,0.78,No
SV503025,34,14.2,15.7,79.2,8.7,2,2.0,15.99,0,Standard,Laptop,Debit Card,False,False,True,False,High,High,-3.7,No
SV503609,34,11.6,9.6,47.2,5.8,2,1.0,12.99,0,Premium,Laptop,PayPal,True,True,False,False,Medium,High,-11.75,No
SV500831,51,3.4,4.2,59.8,10.8,4,6.0,12.99,0,Standard,SmartTV,Credit Card,True,False,False,False,Medium,Low,61.98,Yes
SV503431,49,27.9,5.7,46.2,20.1,5,0.0,19.99,20,Basic,Laptop,PayPal,False,True,False,False,Medium,High,21.89,Yes
SV503201,47,7.6,3.1,49.9,6.6,1,0.0,8.99,0,Basic,SmartTV,Credit Card,True,False,False,True,Low,High,12.27,Yes
SV502090,36,5.9,5.3,71.2,7.5,2,0.0,15.99,0,Basic,Mobile,Debit Card,True,True,False,False,Low,High,1.02,No
SV501754,46,16.9,9.5,53.5,4.3,1,2.0,15.99,20,Basic,SmartTV,Debit Card,True,False,True,False,Medium,Low,17.17,Yes
SV500811,28,12.6,12.0,53.6,16.5,4,0.0,12.99,20,Standard,Laptop,Credit Card,True,True,False,False,Medium,High,-25.51,No
SV500888,16,64.1,8.2,3.0,1.5,3,0.0,8.99,30,Basic,Tablet,Debit Card,True,False,True,True,Medium,High,17.16,Yes
SV502463,21,11.1,5.3,58.4,2.4,5,2.0,12.99,0,Premium,Mobile,Credit Card,True,False,False,True,Medium,Medium,3.22,No
SV502988,36,20.1,15.5,43.3,0.8,1,0.0,12.99,20,Standard,Tablet,Credit Card,False,True,True,False,High,High,-14.48,No
SV501659,35,12.0,3.3,37.5,1.5,1,0.0,15.99,0,Basic,Laptop,PayPal,True,False,False,True,Low,High,-1.83,No
SV502509,31,22.5,12.7,63.7,10.8,4,3.0,8.99,0,Premium,Laptop,Debit Card,True,False,False,True,High,High,-42.71,No
SV501233,35,11.0,12.2,29.5,2.9,5,0.0,19.99,0,Standard,Mobile,Credit Card,True,True,False,True,High,,-21.2,No
SV503873,21,2.9,6.4,42.6,4.9,1,3.0,8.99,0,Basic,Laptop,Credit Card,True,True,False,False,Medium,High,-19.3,No
SV501448,31,11.1,1.4,44.4,58.4,1,0.0,12.99,0,Premium,Mobile,PayPal,False,True,False,True,Low,High,23.27,Yes
SV502873,16,12.7,3.6,55.2,2.9,4,0.0,15.99,10,Premium,Laptop,Credit Card,True,False,False,True,Medium,High,-6.38,No
SV501965,39,15.5,4.9,23.0,17.9,1,0.0,15.99,0,Basic,SmartTV,PayPal,False,False,False,False,Medium,High,-11.79,No
SV500693,16,8.9,13.6,32.6,10.1,2,2.0,12.99,20,Family,Tablet,PayPal,True,True,True,True,High,Medium,-24.04,No
SV501057,39,9.4,19.9,43.0,2.9,4,0.0,19.99,0,Premium,SmartTV,PayPal,True,False,True,False,High,Medium,6.22,Yes
SV501798,28,3.5,4.2,28.2,15.1,5,0.0,19.99,20,Standard,Laptop,Credit Card,True,False,False,False,Medium,High,8.46,Yes
SV501027,34,26.0,6.2,62.3,3.3,1,0.0,12.99,0,Basic,SmartTV,PayPal,True,False,False,False,Medium,Medium,-8.49,No
SV501536,42,29.2,7.8,,3.7,1,0.0,12.99,0,Family,SmartTV,PayPal,True,False,False,False,High,,-27.62,No
SV503432,30,15.0,5.2,74.7,4.8,5,1.0,8.99,30,Premium,Laptop,PayPal,True,True,False,True,High,High,-26.95,No
SV501702,36,12.0,2.0,82.8,15.1,4,1.0,8.99,20,Premium,SmartTV,PayPal,True,False,False,False,Medium,High,-14.44,No
SV502335,35,11.1,4.6,63.0,4.2,4,3.0,15.99,0,Basic,Mobile,PayPal,True,True,False,False,Medium,Medium,-2.42,No
SV500346,27,6.5,6.5,33.7,6.1,4,1.0,12.99,30,Standard,Tablet,PayPal,True,False,False,True,Medium,High,-14.79,No
SV500923,28,5.4,11.0,18.5,14.4,3,3.0,8.99,20,Standard,Laptop,Debit Card,True,False,False,False,Medium,High,1.77,No
SV503259,30,17.3,13.1,16.2,5.7,5,3.0,19.99,0,Standard,Laptop,Credit Card,True,True,False,False,High,Low,36.07,Yes
SV501187,38,11.3,6.0,40.9,8.7,3,2.0,12.99,0,Basic,Mobile,Credit Card,True,True,False,True,Medium,Medium,-20.0,No
SV500842,53,8.7,19.0,69.7,21.8,1,0.0,12.99,0,Standard,SmartTV,Credit Card,False,False,False,True,High,High,-3.07,No
SV503278,26,20.8,6.9,24.0,9.9,3,2.0,12.99,0,Family,SmartTV,Gift Card,True,False,False,True,Medium,High,-32.56,No
SV503776,24,23.7,4.2,48.5,1.6,1,0.0,8.99,0,Premium,SmartTV,Credit Card,True,False,True,False,Low,High,5.81,Yes
SV502727,32,16.6,6.3,22.9,4.0,5,2.0,19.99,0,Basic,Mobile,Credit Card,True,False,False,False,Medium,Medium,-4.69,No
SV502827,55,2.6,9.7,50.0,16.9,1,0.0,19.99,10,Basic,SmartTV,Credit Card,True,True,True,True,Medium,High,4.34,No
SV501420,32,19.4,5.9,26.4,11.9,1,0.0,15.99,0,Premium,SmartTV,Debit Card,False,False,False,False,Medium,High,-6.71,No
SV501924,33,5.9,2.8,65.4,14.4,3,4.0,12.99,0,Standard,Tablet,Debit Card,True,True,False,True,Low,High,-5.04,No
SV500178,33,16.1,5.0,83.7,28.3,3,1.0,8.99,0,Standard,Mobile,Credit Card,True,False,True,False,Medium,High,-6.55,No
SV502276,20,6.3,5.1,19.0,0.8,4,2.0,19.99,0,Family,Laptop,Debit Card,True,False,True,True,Medium,High,-0.74,No
SV503185,19,9.6,2.3,48.7,9.8,4,1.0,19.99,0,Standard,SmartTV,Credit Card,False,True,True,False,Low,Medium,13.97,Yes
SV500812,37,17.8,4.6,55.8,3.7,3,2.0,12.99,0,Basic,SmartTV,Gift Card,True,False,True,False,Medium,High,32.83,Yes
SV501877,54,14.6,8.8,50.9,23.9,1,2.0,8.99,0,Standard,Mobile,PayPal,True,True,False,True,Medium,Medium,-19.98,No
SV501336,39,13.7,6.2,35.5,3.0,3,2.0,15.99,0,Family,SmartTV,PayPal,True,False,True,True,Medium,High,-14.6,No
SV503158,18,2.6,8.6,73.3,8.0,4,2.0,8.99,0,Family,SmartTV,PayPal,True,True,True,True,Medium,,-19.2,No
SV503107,35,11.2,8.4,61.3,5.5,1,0.0,15.99,10,Basic,Laptop,PayPal,True,True,False,True,Medium,High,-19.56,No
SV501557,42,17.3,7.4,33.6,16.7,5,1.0,19.99,30,Family,Mobile,Debit Card,False,False,True,False,Medium,Medium,-5.77,No
SV502801,45,15.0,4.5,43.8,0.3,1,68.0,19.99,0,Basic,Laptop,Credit Card,True,True,False,True,Medium,High,0.51,No
SV502176,39,6.3,6.7,7.2,7.9,4,,15.99,20,Basic,Mobile,PayPal,True,False,False,False,Medium,High,2.4,No
SV501812,37,11.7,8.0,59.5,2.9,2,1.0,15.99,0,Basic,Laptop,PayPal,True,False,False,True,Medium,High,-7.11,No
SV500173,21,14.1,4.1,61.1,1.4,5,1.0,12.99,10,Standard,Mobile,Credit Card,True,False,True,False,Medium,Medium,4.97,No
SV502354,21,36.0,6.1,38.5,2.5,3,1.0,15.99,10,Basic,Laptop,Credit Card,True,False,False,True,Medium,High,-18.18,No
SV503057,29,30.2,2.3,48.5,7.0,5,1.0,19.99,0,Standard,SmartTV,Debit Card,True,False,False,False,Medium,High,8.49,Yes
SV500331,41,12.4,3.9,46.0,7.6,2,1.0,12.99,0,Family,Mobile,Credit Card,True,False,True,True,Medium,Medium,-15.9,No
SV501361,44,1.9,3.0,34.1,18.7,2,0.0,8.99,20,Premium,Mobile,PayPal,True,False,True,True,Low,High,16.74,Yes
SV500430,23,28.1,8.2,47.1,14.1,4,1.0,19.99,30,Premium,Laptop,Debit Card,False,False,True,True,Medium,High,-16.0,No
SV503652,43,14.7,10.3,55.8,2.5,3,2.0,19.99,0,Standard,Mobile,Credit Card,True,False,False,True,High,Medium,-6.04,No
SV502009,41,17.5,5.0,6.8,1.3,5,0.0,8.99,0,Basic,Mobile,Debit Card,True,False,True,False,Medium,Medium,-8.32,No
SV501104,22,27.2,2.4,69.6,5.5,2,0.0,8.99,0,Premium,SmartTV,Debit Card,True,False,False,True,Medium,High,-15.1,No
SV502562,49,23.0,4.8,40.9,10.8,2,2.0,8.99,0,Family,SmartTV,Credit Card,False,False,True,True,Medium,High,-27.99,No
SV500479,63,37.5,3.8,73.4,5.8,5,0.0,8.99,0,Standard,Tablet,PayPal,True,False,True,False,Low,Medium,23.18,Yes
SV501278,38,15.1,10.3,57.7,0.8,1,0.0,15.99,0,Basic,Laptop,Credit Card,True,True,False,False,Medium,High,0.64,No
SV502603,36,10.6,8.0,45.4,1.9,1,2.0,19.99,0,Standard,Mobile,Credit Card,False,True,True,False,High,High,3.77,No
SV500746,54,6.9,5.8,30.6,14.2,3,0.0,15.99,0,Standard,Laptop,Credit Card,True,False,False,True,Medium,High,-10.78,No
SV501769,65,9.2,3.5,59.5,13.8,1,4.0,19.99,10,Standard,Mobile,Debit Card,True,False,False,True,Medium,High,3.24,No
SV503554,44,31.3,10.9,90.2,2.9,3,1.0,12.99,30,Family,SmartTV,Credit Card,True,False,False,True,Medium,Medium,-3.89,No
SV502337,43,13.2,2.9,63.2,4.2,5,4.0,12.99,0,Premium,Mobile,Gift Card,False,True,False,True,Medium,Medium,9.79,Yes
SV503751,27,16.2,3.2,66.1,1.1,2,2.0,8.99,0,Basic,Mobile,Debit Card,True,False,False,True,Medium,Medium,-1.51,No
SV501940,20,8.0,4.4,3.2,8.2,5,0.0,8.99,20,Family,SmartTV,Credit Card,True,False,True,True,Medium,High,-28.58,No
SV501795,30,4.4,19.1,52.8,1.8,3,2.0,15.99,10,Basic,Laptop,Debit Card,True,True,False,False,High,Medium,-7.92,No
SV500324,54,4.9,14.5,75.9,14.5,4,1.0,15.99,0,Standard,Laptop,PayPal,False,False,False,True,High,High,5.86,Yes
SV501268,41,35.1,8.0,70.4,1.7,3,0.0,8.99,10,Basic,Laptop,Credit Card,False,True,False,True,Low,High,-11.26,No
SV500468,46,3.8,6.0,44.1,4.9,3,,15.99,0,Premium,SmartTV,PayPal,True,False,False,False,Low,High,3.12,No
SV500561,38,12.9,12.6,66.2,6.4,1,1.0,8.99,0,Basic,SmartTV,Credit Card,True,True,False,False,High,Medium,-16.57,No
SV502630,35,15.0,1.4,39.9,6.9,1,1.0,8.99,0,Family,SmartTV,Debit Card,True,False,False,True,Medium,High,-41.62,No
SV502350,41,37.9,9.6,55.7,3.8,1,1.0,12.99,0,Standard,Laptop,Credit Card,True,False,False,False,Medium,High,-17.79,No
SV502078,16,21.4,10.8,71.8,6.1,4,1.0,19.99,0,Basic,Mobile,Credit Card,True,False,True,True,Medium,High,13.89,Yes
SV503784,54,14.8,4.8,36.4,16.9,1,0.0,19.99,10,Basic,SmartTV,Credit Card,True,True,False,False,Low,High,-2.41,No
SV502970,45,14.8,11.9,72.4,17.7,5,,12.99,0,Basic,Mobile,Credit Card,True,False,False,False,Medium,High,-11.94,No
SV502346,32,4.2,6.4,50.0,10.4,2,2.0,19.99,0,Standard,Tablet,PayPal,True,False,False,True,Medium,Medium,32.34,Yes
SV500061,30,6.1,10.3,83.4,1.4,2,0.0,8.99,0,Standard,Laptop,Credit Card,True,False,True,False,High,High,-17.83,No
SV502803,23,22.0,7.5,82.6,3.2,2,4.0,12.99,50,Premium,Mobile,Credit Card,True,False,True,False,Medium,Low,53.33,Yes
SV501897,39,27.4,8.7,66.1,33.1,1,1.0,12.99,0,Basic,Mobile,Credit Card,True,False,True,False,Medium,High,-7.42,No
SV502876,19,17.4,2.4,53.7,0.6,1,0.0,19.99,0,Standard,SmartTV,Credit Card,True,False,False,False,Low,High,23.4,Yes
SV500254,31,26.3,10.9,50.5,5.2,5,0.0,12.99,0,Standard,Tablet,Credit Card,True,False,True,True,Medium,Low,9.75,Yes
SV503781,16,5.5,9.9,40.2,32.7,1,1.0,15.99,10,Standard,Laptop,Gift Card,True,True,False,True,Medium,High,3.75,No
SV501094,27,7.7,4.4,80.3,0.4,4,1.0,8.99,0,Basic,Laptop,Debit Card,True,False,True,False,Medium,Medium,1.9,No
SV501061,50,12.0,7.6,76.7,1.3,3,0.0,15.99,20,Premium,SmartTV,Debit Card,True,False,True,True,Low,High,22.29,Yes
SV500915,47,25.9,3.5,11.8,1.0,1,0.0,15.99,0,Family,Laptop,Gift Card,True,True,True,True,Medium,High,-10.63,No
SV501041,45,5.6,9.1,60.5,3.1,5,0.0,8.99,20,Standard,Mobile,Gift Card,False,True,False,False,Medium,High,5.19,Yes
SV502566,36,20.5,7.8,3.0,10.4,2,0.0,12.99,10,Family,Laptop,Gift Card,False,False,True,False,Medium,High,-13.55,No
SV500067,29,5.8,1.3,15.4,5.1,1,0.0,12.99,0,Standard,SmartTV,Credit Card,True,True,False,False,Low,Medium,18.16,Yes
SV501871,28,17.3,11.8,46.4,10.2,3,2.0,15.99,0,Basic,Mobile,Credit Card,False,False,True,False,Medium,Medium,21.74,Yes
SV502788,28,13.1,6.6,76.0,4.8,4,2.0,19.99,0,Basic,Mobile,Credit Card,True,True,False,True,Low,High,22.3,Yes
SV500221,37,26.7,5.5,42.2,2.1,4,2.0,19.99,10,Family,Mobile,Debit Card,True,False,True,False,Medium,Medium,9.99,Yes
SV501962,31,22.0,7.5,29.7,10.7,4,2.0,8.99,20,Premium,Mobile,Debit Card,False,True,False,False,Medium,Medium,5.02,Yes
SV502408,16,2.8,0.8,41.1,13.7,2,3.0,15.99,10,Basic,Laptop,Debit Card,False,True,True,True,Medium,High,49.73,Yes
SV502877,28,22.7,3.9,58.2,24.1,3,1.0,12.99,0,Standard,SmartTV,Credit Card,True,False,True,True,Medium,High,-0.58,No
SV503173,34,2.9,12.0,58.7,5.6,4,2.0,12.99,0,Basic,Mobile,Credit Card,True,True,False,True,High,Medium,-15.39,No
SV500088,39,9.8,6.7,39.3,2.2,2,0.0,12.99,10,Standard,Tablet,Credit Card,True,False,False,True,Medium,High,-10.42,No
SV501807,34,37.3,7.6,49.3,8.8,2,2.0,15.99,10,Standard,Mobile,Credit Card,False,False,False,True,High,High,-21.64,No
SV501675,16,13.8,4.0,45.6,10.6,4,1.0,15.99,10,Basic,Mobile,PayPal,True,False,True,False,Medium,High,14.2,Yes
SV502828,16,33.4,3.3,39.1,6.5,5,0.0,8.99,0,Family,Mobile,Debit Card,False,False,True,False,Medium,High,-13.87,No
