Date,Ticker,Asset_Type,Sector,Market_Cap_Tier,Open,High,Low,Close,Volume
2023-11-17,BTC-USD,Crypto,Cryptocurrency,N/A,12133.52,12334.17,11482.9,11675.99,3374243
2023-11-18,BTC-USD,Crypto,Cryptocurrency,N/A,11602.76,11811.36,11222.83,11428.3,5839141
2023-11-19,BTC-USD,Crypto,Cryptocurrency,N/A,11347.21,12187.81,10911.9,11737.52,11485878
2023-11-20,BTC-USD,Crypto,Cryptocurrency,N/A,11511.29,11769.92,11248.37,11506.91,1663767
2023-11-21,BTC-USD,Crypto,Cryptocurrency,N/A,11472.58,11676.61,10989.42,11188.4,3024693
2023-11-22,BTC-USD,Crypto,Cryptocurrency,N/A,11166.73,11227.11,10910.34,10969.66,1006048
2023-11-23,BTC-USD,Crypto,Cryptocurrency,N/A,11036.42,11748.08,10706.76,11407.34,3814612
2023-11-24,BTC-USD,Crypto,Cryptocurrency,N/A,11271.59,11553.21,11144.67,11424.56,4012669
2023-11-25,BTC-USD,Crypto,Cryptocurrency,N/A,11276.83,11521.63,11123.63,11367.2,3292730
2023-11-26,BTC-USD,Crypto,Cryptocurrency,N/A,11410.8,11618.01,11130.94,11336.81,2442192
2023-11-27,BTC-USD,Crypto,Cryptocurrency,N/A,11433.88,12215.28,11090.28,11858.9,1243709
2023-11-28,BTC-USD,Crypto,Cryptocurrency,N/A,11700.43,12000.83,11275.64,11572.77,4142632
2023-11-29,BTC-USD,Crypto,Cryptocurrency,N/A,11679.23,12349.71,11453.36,12115.4,7029787
2023-11-30,BTC-USD,Crypto,Cryptocurrency,N/A,12119.27,12490.47,11846.45,12215.48,2542171
2023-12-01,BTC-USD,Crypto,Cryptocurrency,N/A,12328.92,12530.23,11963.35,12161.94,4206596
2023-12-02,BTC-USD,Crypto,Cryptocurrency,N/A,12154.67,13539.37,11895.0,13256.17,1556216
2023-12-03,BTC-USD,Crypto,Cryptocurrency,N/A,12971.78,13243.05,12534.42,12802.15,4280501
2023-12-04,BTC-USD,Crypto,Cryptocurrency,N/A,12785.6,13130.88,12320.54,12662.5,2830352
2023-12-05,BTC-USD,Crypto,Cryptocurrency,N/A,12776.68,13121.58,11827.34,12155.47,2353404
2023-12-06,BTC-USD,Crypto,Cryptocurrency,N/A,12063.06,12868.03,11776.27,12569.2,2341428
2023-12-07,BTC-USD,Crypto,Cryptocurrency,N/A,12527.72,13566.1,12302.88,13326.91,2781388
2023-12-08,BTC-USD,Crypto,Cryptocurrency,N/A,13306.94,14480.57,12968.13,14121.03,4159415
2023-12-09,BTC-USD,Crypto,Cryptocurrency,N/A,13772.77,15028.77,13500.24,14737.16,1763358
2023-12-10,BTC-USD,Crypto,Cryptocurrency,N/A,14946.66,15141.74,14462.74,14654.0,2750272
2023-12-11,BTC-USD,Crypto,Cryptocurrency,N/A,14541.65,14798.6,14232.45,14488.46,3315081
2023-12-12,BTC-USD,Crypto,Cryptocurrency,N/A,14550.78,14856.18,13414.65,13702.25,1966175
2023-12-13,BTC-USD,Crypto,Cryptocurrency,N/A,13692.14,15091.77,13327.83,14700.63,8454245
2023-12-14,BTC-USD,Crypto,Cryptocurrency,N/A,14857.88,15239.56,14573.14,14952.99,2215226
2023-12-15,BTC-USD,Crypto,Cryptocurrency,N/A,15004.64,15187.48,14541.09,14720.47,2396117
2023-12-16,BTC-USD,Crypto,Cryptocurrency,N/A,14691.05,15737.94,14385.48,15417.26,2087762
2023-12-17,BTC-USD,Crypto,Cryptocurrency,N/A,15300.09,15624.23,14614.93,14931.26,8374802
2023-12-18,BTC-USD,Crypto,Cryptocurrency,N/A,15032.59,15483.93,14706.71,15155.39,4496883
2023-12-19,BTC-USD,Crypto,Cryptocurrency,N/A,14913.89,15484.99,14516.1,15082.7,2155806
2023-12-20,BTC-USD,Crypto,Cryptocurrency,N/A,15165.56,15852.42,14750.83,15430.45,5994578
2023-12-21,BTC-USD,Crypto,Cryptocurrency,N/A,15286.2,15665.84,15035.96,15413.52,3732412
2023-12-22,BTC-USD,Crypto,Cryptocurrency,N/A,15577.69,15830.38,14448.51,14686.75,3838351
2023-12-23,BTC-USD,Crypto,Cryptocurrency,N/A,14706.9,14936.82,14510.77,14740.25,2825180
2023-12-24,BTC-USD,Crypto,Cryptocurrency,N/A,14821.01,15676.91,14447.98,15292.03,2360545
2023-12-25,BTC-USD,Crypto,Cryptocurrency,N/A,15302.7,15765.94,14830.17,15293.12,4104789
2023-12-26,BTC-USD,Crypto,Cryptocurrency,N/A,15065.17,16005.69,14789.94,15718.52,2580113
2023-12-27,BTC-USD,Crypto,Cryptocurrency,N/A,15603.44,15896.33,14900.34,15185.38,8412520
2023-12-28,BTC-USD,Crypto,Cryptocurrency,N/A,15272.23,15736.41,14726.36,15187.98,1838327
2023-12-29,BTC-USD,Crypto,Cryptocurrency,N/A,15209.51,15572.32,14529.48,14884.53,7382940
2023-12-30,BTC-USD,Crypto,Cryptocurrency,N/A,15034.04,15641.29,14682.52,15283.92,3236632
2023-12-31,BTC-USD,Crypto,Cryptocurrency,N/A,15336.35,15525.14,15128.07,15316.61,3889785
2023-01-01,ETH-USD,Crypto,Cryptocurrency,N/A,1245.68,1287.56,1199.09,1240.81,3714894
2023-01-02,ETH-USD,Crypto,Cryptocurrency,N/A,1244.59,1274.67,1182.1,1211.38,2124765
2023-01-03,ETH-USD,Crypto,Cryptocurrency,N/A,1197.98,1270.77,1182.06,1254.11,10692402
2023-01-04,ETH-USD,Crypto,Cryptocurrency,N/A,1239.87,1265.71,1104.96,1128.48,1684866
2023-01-05,ETH-USD,Crypto,Cryptocurrency,N/A,1132.05,1159.11,1071.6,1097.84,1789847
2023-01-06,ETH-USD,Crypto,Cryptocurrency,N/A,1083.14,1093.04,1049.82,1059.51,6421933
2023-01-07,ETH-USD,Crypto,Cryptocurrency,N/A,1053.98,1090.29,974.59,1009.37,4991645
2023-01-08,ETH-USD,Crypto,Cryptocurrency,N/A,1014.34,1039.36,976.92,1001.63,2053759
2023-01-09,ETH-USD,Crypto,Cryptocurrency,N/A,991.97,1044.68,965.64,1017.66,4663978
2023-01-10,ETH-USD,Crypto,Cryptocurrency,N/A,1033.7,1082.78,998.27,1046.89,7276993
2023-01-11,ETH-USD,Crypto,Cryptocurrency,N/A,1059.47,1079.18,1037.94,1057.62,3339748
2023-01-12,ETH-USD,Crypto,Cryptocurrency,N/A,1041.31,1070.53,1002.16,1031.1,12660726
2023-01-13,ETH-USD,Crypto,Cryptocurrency,N/A,1021.66,1070.67,998.48,1046.91,1443169
2023-01-14,ETH-USD,Crypto,Cryptocurrency,N/A,1023.43,1076.09,1000.8,1052.81,4829142
2023-01-15,ETH-USD,Crypto,Cryptocurrency,N/A,1044.72,1112.14,1026.45,1093.02,6062597
2023-01-16,ETH-USD,Crypto,Cryptocurrency,N/A,1101.24,1169.01,1060.9,1127.7,5478682
2023-01-17,ETH-USD,Crypto,Cryptocurrency,N/A,1123.12,1153.17,1099.98,1129.88,3073130
2023-01-18,ETH-USD,Crypto,Cryptocurrency,N/A,1134.99,1167.96,1059.88,1091.58,2991382
2023-01-19,ETH-USD,Crypto,Cryptocurrency,N/A,1075.27,1084.77,1055.34,1064.74,4154006
2023-01-20,ETH-USD,Crypto,Cryptocurrency,N/A,1073.08,1108.3,1008.55,1042.77,5237999
2023-01-21,ETH-USD,Crypto,Cryptocurrency,N/A,1037.09,1070.09,997.91,1030.71,4699304
2023-01-22,ETH-USD,Crypto,Cryptocurrency,N/A,1030.83,1067.73,1005.76,1042.38,5766185
2023-01-23,ETH-USD,Crypto,Cryptocurrency,N/A,1041.43,1096.2,1018.75,1072.85,2049667
2023-01-24,ETH-USD,Crypto,Cryptocurrency,N/A,1059.46,1100.09,1031.18,1071.48,3072884
2023-01-25,ETH-USD,Crypto,Cryptocurrency,N/A,1059.36,1117.51,1015.37,1072.95,2212805
2023-01-26,ETH-USD,Crypto,Cryptocurrency,N/A,1083.14,1093.66,1069.31,1079.8,2747434
2023-01-27,ETH-USD,Crypto,Cryptocurrency,N/A,1084.03,1116.22,1027.49,1058.93,5753402
2023-01-28,ETH-USD,Crypto,Cryptocurrency,N/A,1069.84,1087.38,1005.15,1021.9,3563518
2023-01-29,ETH-USD,Crypto,Cryptocurrency,N/A,1025.16,1049.15,932.22,954.56,12599441
2023-01-30,ETH-USD,Crypto,Cryptocurrency,N/A,955.9,976.55,909.46,929.54,3756548
2023-01-31,ETH-USD,Crypto,Cryptocurrency,N/A,913.8,966.8,895.35,947.67,3504064
2023-02-01,ETH-USD,Crypto,Cryptocurrency,N/A,945.15,967.34,900.9,922.55,3609091
2023-02-02,ETH-USD,Crypto,Cryptocurrency,N/A,922.31,935.82,901.26,914.65,2446021
2023-02-03,ETH-USD,Crypto,Cryptocurrency,N/A,932.19,961.73,902.7,932.24,3376769
2023-02-04,ETH-USD,Crypto,Cryptocurrency,N/A,938.53,961.21,929.64,952.2,5854096
2023-02-05,ETH-USD,Crypto,Cryptocurrency,N/A,966.55,993.41,887.97,913.36,3653073
2023-02-06,ETH-USD,Crypto,Cryptocurrency,N/A,918.71,970.47,899.43,950.52,2290758
2023-02-07,ETH-USD,Crypto,Cryptocurrency,N/A,943.88,1008.54,930.33,994.26,2117558
2023-02-08,ETH-USD,Crypto,Cryptocurrency,N/A,995.4,1020.43,927.89,951.82,2741351
2023-02-09,ETH-USD,Crypto,Cryptocurrency,N/A,954.03,964.84,911.76,922.21,3468867
2023-02-10,ETH-USD,Crypto,Cryptocurrency,N/A,913.71,990.15,891.91,967.07,6220873
2023-02-11,ETH-USD,Crypto,Cryptocurrency,N/A,963.42,975.35,950.3,962.22,1713792
2023-02-12,ETH-USD,Crypto,Cryptocurrency,N/A,960.27,986.37,858.58,882.57,2937333
2023-02-13,ETH-USD,Crypto,Cryptocurrency,N/A,896.48,911.09,822.37,836.0,3628131
2023-02-14,ETH-USD,Crypto,Cryptocurrency,N/A,818.93,845.04,802.54,828.46,1359181
2023-02-15,ETH-USD,Crypto,Cryptocurrency,N/A,838.27,859.95,771.59,792.07,2266237
2023-02-16,ETH-USD,Crypto,Cryptocurrency,N/A,784.79,798.51,766.25,779.89,2408308
2023-02-17,ETH-USD,Crypto,Cryptocurrency,N/A,769.39,799.51,751.62,781.46,2297144
2023-02-18,ETH-USD,Crypto,Cryptocurrency,N/A,790.51,837.91,781.29,828.24,3682172
2023-02-19,ETH-USD,Crypto,Cryptocurrency,N/A,834.19,857.97,796.09,819.46,3188843
2023-02-20,ETH-USD,Crypto,Cryptocurrency,N/A,829.54,887.32,798.51,855.32,2661797
2023-02-21,ETH-USD,Crypto,Cryptocurrency,N/A,862.05,946.51,822.84,905.34,4417274
2023-02-22,ETH-USD,Crypto,Cryptocurrency,N/A,923.64,981.74,901.22,958.48,8112655
2023-02-23,ETH-USD,Crypto,Cryptocurrency,N/A,963.74,998.82,935.07,969.97,7860897
2023-02-24,ETH-USD,Crypto,Cryptocurrency,N/A,968.48,977.75,890.08,898.68,1273883
2023-02-25,ETH-USD,Crypto,Cryptocurrency,N/A,901.7,948.13,869.83,915.76,4670859
2023-02-26,ETH-USD,Crypto,Cryptocurrency,N/A,926.93,983.25,899.45,954.94,3167945
2023-02-27,ETH-USD,Crypto,Cryptocurrency,N/A,947.63,971.42,928.91,952.61,3672290
2023-02-28,ETH-USD,Crypto,Cryptocurrency,N/A,946.51,1054.85,915.02,1020.88,2856974
2023-03-01,ETH-USD,Crypto,Cryptocurrency,N/A,1017.79,1079.49,995.85,1056.71,3616448
2023-03-02,ETH-USD,Crypto,Cryptocurrency,N/A,1034.88,1102.92,1014.23,1081.34,3666850
2023-03-03,ETH-USD,Crypto,Cryptocurrency,N/A,1082.81,1160.1,1053.26,1129.29,2580927
2023-03-04,ETH-USD,Crypto,Cryptocurrency,N/A,1108.38,1162.42,1091.53,1145.01,2151710
2023-03-05,ETH-USD,Crypto,Cryptocurrency,N/A,1145.6,1181.78,1006.22,1039.03,2777019
2023-03-06,ETH-USD,Crypto,Cryptocurrency,N/A,1047.85,1063.85,1004.06,1019.62,3787433
2023-03-07,ETH-USD,Crypto,Cryptocurrency,N/A,1014.85,1085.84,999.31,1069.47,4545544
2023-03-08,ETH-USD,Crypto,Cryptocurrency,N/A,1087.07,1104.91,1019.84,1036.86,5173038
2023-03-09,ETH-USD,Crypto,Cryptocurrency,N/A,1022.0,1058.92,991.83,1028.56,2704053
2023-03-10,ETH-USD,Crypto,Cryptocurrency,N/A,1040.58,1060.06,969.47,987.95,3908491
2023-03-11,ETH-USD,Crypto,Cryptocurrency,N/A,994.5,1074.15,981.6,1060.4,5426807
2023-03-12,ETH-USD,Crypto,Cryptocurrency,N/A,1042.54,1154.9,1022.94,1133.59,6075077
2023-03-13,ETH-USD,Crypto,Cryptocurrency,N/A,1163.75,1190.87,1070.21,1095.74,3322191
2023-03-14,ETH-USD,Crypto,Cryptocurrency,N/A,1095.06,1118.66,1079.42,1102.91,3010743
2023-03-15,ETH-USD,Crypto,Cryptocurrency,N/A,1093.41,1109.28,1059.03,1074.62,3701218
2023-03-16,ETH-USD,Crypto,Cryptocurrency,N/A,1059.78,1145.91,1017.26,1101.69,1987422
2023-03-17,ETH-USD,Crypto,Cryptocurrency,N/A,1099.31,1143.68,1080.85,1124.79,3067085
2023-03-18,ETH-USD,Crypto,Cryptocurrency,N/A,1123.38,1186.48,1099.77,1162.06,4942931
2023-03-19,ETH-USD,Crypto,Cryptocurrency,N/A,1163.23,1202.52,1139.19,1178.17,4692534
2023-03-20,ETH-USD,Crypto,Cryptocurrency,N/A,1174.73,1349.83,1150.94,1323.04,2971446
2023-03-21,ETH-USD,Crypto,Cryptocurrency,N/A,1331.26,1369.11,1235.49,1271.65,3852242
2023-03-22,ETH-USD,Crypto,Cryptocurrency,N/A,1266.81,1306.08,1153.05,1189.94,2298633
2023-03-23,ETH-USD,Crypto,Cryptocurrency,N/A,1167.34,1197.38,1142.65,1172.58,4843652
2023-03-24,ETH-USD,Crypto,Cryptocurrency,N/A,1170.86,1187.07,1088.11,1103.39,3231331
2023-03-25,ETH-USD,Crypto,Cryptocurrency,N/A,1077.75,1113.92,1006.42,1041.37,3038844
2023-03-26,ETH-USD,Crypto,Cryptocurrency,N/A,1044.98,1068.81,979.11,1001.96,2852594
2023-03-27,ETH-USD,Crypto,Cryptocurrency,N/A,992.33,1029.19,931.13,967.05,3403118
2023-03-28,ETH-USD,Crypto,Cryptocurrency,N/A,968.6,974.34,926.64,932.17,2644091
2023-03-29,ETH-USD,Crypto,Cryptocurrency,N/A,944.19,975.91,920.5,952.02,4770824
2023-03-30,ETH-USD,Crypto,Cryptocurrency,N/A,943.16,979.58,897.91,933.98,2889968
2023-03-31,ETH-USD,Crypto,Cryptocurrency,N/A,943.71,963.32,908.82,928.11,7551090
2023-04-01,ETH-USD,Crypto,Cryptocurrency,N/A,924.16,982.93,904.03,961.97,7097478
2023-04-02,ETH-USD,Crypto,Cryptocurrency,N/A,978.52,1003.84,909.98,934.15,2201572
2023-04-03,ETH-USD,Crypto,Cryptocurrency,N/A,930.8,948.64,907.45,925.18,3514715
2023-04-04,ETH-USD,Crypto,Cryptocurrency,N/A,917.55,959.08,898.19,939.25,2460839
2023-04-05,ETH-USD,Crypto,Cryptocurrency,N/A,945.59,965.35,852.76,870.96,2892493
2023-04-06,ETH-USD,Crypto,Cryptocurrency,N/A,867.24,883.39,778.92,793.71,9228364
2023-04-07,ETH-USD,Crypto,Cryptocurrency,N/A,787.15,831.89,761.02,805.16,2989172
2023-04-08,ETH-USD,Crypto,Cryptocurrency,N/A,801.38,843.79,779.6,821.46,4126895
2023-04-09,ETH-USD,Crypto,Cryptocurrency,N/A,821.11,914.21,800.15,891.46,4503855
2023-04-10,ETH-USD,Crypto,Cryptocurrency,N/A,903.2,930.21,870.83,897.67,2100676
2023-04-11,ETH-USD,Crypto,Cryptocurrency,N/A,880.63,947.64,861.72,927.71,2223320
2023-04-12,ETH-USD,Crypto,Cryptocurrency,N/A,927.92,944.14,905.2,921.3,1851196
2023-04-13,ETH-USD,Crypto,Cryptocurrency,N/A,926.95,950.35,909.5,932.8,2178111
2023-04-14,ETH-USD,Crypto,Cryptocurrency,N/A,934.57,1020.11,912.54,996.62,823273
2023-04-15,ETH-USD,Crypto,Cryptocurrency,N/A,1009.44,1024.82,903.59,917.57,4422924
2023-04-16,ETH-USD,Crypto,Cryptocurrency,N/A,916.9,951.59,898.91,933.28,9488573
2023-04-17,ETH-USD,Crypto,Cryptocurrency,N/A,931.59,1035.45,913.42,1015.64,3657069
2023-04-18,ETH-USD,Crypto,Cryptocurrency,N/A,1021.55,1069.05,980.44,1027.7,1739766
2023-04-19,ETH-USD,Crypto,Cryptocurrency,N/A,1028.71,1099.26,1026.88,1097.31,2378920
2023-04-20,ETH-USD,Crypto,Cryptocurrency,N/A,1093.1,1117.31,1047.6,1071.32,2713898
2023-04-21,ETH-USD,Crypto,Cryptocurrency,N/A,1076.75,1116.7,1031.04,1070.77,2111247
2023-04-22,ETH-USD,Crypto,Cryptocurrency,N/A,1063.91,1099.27,1037.83,1072.97,5272151
2023-04-23,ETH-USD,Crypto,Cryptocurrency,N/A,1066.53,1097.96,955.23,984.23,5190794
2023-04-24,ETH-USD,Crypto,Cryptocurrency,N/A,979.13,1002.96,917.91,940.81,1923779
2023-04-25,ETH-USD,Crypto,Cryptocurrency,N/A,953.3,970.76,885.31,901.82,4869563
2023-04-26,ETH-USD,Crypto,Cryptocurrency,N/A,873.31,937.63,868.12,932.09,7097406
2023-04-27,ETH-USD,Crypto,Cryptocurrency,N/A,935.7,989.55,912.16,965.26,8889555
2023-04-28,ETH-USD,Crypto,Cryptocurrency,N/A,965.59,995.42,948.72,978.34,14174269
2023-04-29,ETH-USD,Crypto,Cryptocurrency,N/A,962.2,1028.72,945.58,1011.25,2154267
2023-04-30,ETH-USD,Crypto,Cryptocurrency,N/A,1014.33,1034.24,985.75,1005.5,13944996
2023-05-01,ETH-USD,Crypto,Cryptocurrency,N/A,1010.19,1094.15,972.56,1054.85,2942467
2023-05-02,ETH-USD,Crypto,Cryptocurrency,N/A,1060.96,1105.98,1011.18,1055.99,2637199
2023-05-03,ETH-USD,Crypto,Cryptocurrency,N/A,1028.51,1085.93,1002.53,1059.17,4044305
2023-05-04,ETH-USD,Crypto,Cryptocurrency,N/A,1073.38,1094.74,1028.08,1048.96,2540845
2023-05-05,ETH-USD,Crypto,Cryptocurrency,N/A,1041.37,1093.75,1026.46,1078.32,4105107
2023-05-06,ETH-USD,Crypto,Cryptocurrency,N/A,1085.59,1115.15,1032.51,1061.42,1781551
2023-05-07,ETH-USD,Crypto,Cryptocurrency,N/A,1069.14,1145.15,1028.99,1103.71,3119058
2023-05-08,ETH-USD,Crypto,Cryptocurrency,N/A,1094.21,1117.86,1033.67,1056.51,6485680
2023-05-09,ETH-USD,Crypto,Cryptocurrency,N/A,1063.35,1068.54,1007.71,1012.64,3208049
2023-05-10,ETH-USD,Crypto,Cryptocurrency,N/A,1008.81,1071.11,979.74,1041.11,3711060
2023-05-11,ETH-USD,Crypto,Cryptocurrency,N/A,1019.94,1070.75,988.03,1038.26,4405352
2023-05-12,ETH-USD,Crypto,Cryptocurrency,N/A,1050.16,1061.82,1009.34,1020.67,6000143
2023-05-13,ETH-USD,Crypto,Cryptocurrency,N/A,1012.91,1084.13,987.65,1057.75,1500130
2023-05-14,ETH-USD,Crypto,Cryptocurrency,N/A,1048.88,1077.3,1005.58,1033.59,4615995
2023-05-15,ETH-USD,Crypto,Cryptocurrency,N/A,1029.5,1053.16,1002.67,1026.25,2990244
2023-05-16,ETH-USD,Crypto,Cryptocurrency,N/A,1029.0,1103.82,1011.15,1085.0,3676315
2023-05-17,ETH-USD,Crypto,Cryptocurrency,N/A,1084.39,1189.8,1050.2,1153.43,5903923
2023-05-18,ETH-USD,Crypto,Cryptocurrency,N/A,1159.63,1252.8,1135.99,1227.77,1872661
2023-05-19,ETH-USD,Crypto,Cryptocurrency,N/A,1211.63,1229.6,1197.22,1215.15,2017129
2023-05-20,ETH-USD,Crypto,Cryptocurrency,N/A,1206.29,1285.76,1197.29,1276.23,1260602
2023-05-21,ETH-USD,Crypto,Cryptocurrency,N/A,1274.78,1317.43,1189.31,1230.47,2650302
2023-05-22,ETH-USD,Crypto,Cryptocurrency,N/A,1253.39,1288.98,1154.57,1188.31,6719024
2023-05-23,ETH-USD,Crypto,Cryptocurrency,N/A,1186.98,1215.76,1058.08,1084.37,3226979
2023-05-24,ETH-USD,Crypto,Cryptocurrency,N/A,1095.92,1182.11,1073.89,1158.82,1739912
2023-05-25,ETH-USD,Crypto,Cryptocurrency,N/A,1159.26,1181.75,1099.25,1121.0,2663704
2023-05-26,ETH-USD,Crypto,Cryptocurrency,N/A,1115.68,1133.13,1098.82,1116.27,1600517
2023-05-27,ETH-USD,Crypto,Cryptocurrency,N/A,1113.57,1136.02,1056.14,1077.88,1937575
2023-05-28,ETH-USD,Crypto,Cryptocurrency,N/A,1076.09,1116.17,1068.66,1108.51,4025388
2023-05-29,ETH-USD,Crypto,Cryptocurrency,N/A,1115.08,1134.9,1073.66,1093.09,1882283
2023-05-30,ETH-USD,Crypto,Cryptocurrency,N/A,1107.84,1131.23,1017.33,1039.27,5942708
2023-05-31,ETH-USD,Crypto,Cryptocurrency,N/A,1042.94,1088.22,1013.38,1058.23,3333643
2023-06-01,ETH-USD,Crypto,Cryptocurrency,N/A,1070.56,1095.44,977.78,1001.05,3570551
2023-06-02,ETH-USD,Crypto,Cryptocurrency,N/A,991.57,1021.11,940.51,969.39,3013751
2023-06-03,ETH-USD,Crypto,Cryptocurrency,N/A,965.44,998.41,862.6,893.1,5139601
2023-06-04,ETH-USD,Crypto,Cryptocurrency,N/A,886.75,915.0,818.23,845.16,5144075
2023-06-05,ETH-USD,Crypto,Cryptocurrency,N/A,847.77,874.94,824.67,851.73,4075852
2023-06-06,ETH-USD,Crypto,Cryptocurrency,N/A,848.73,868.8,770.44,789.1,4540758
2023-06-07,ETH-USD,Crypto,Cryptocurrency,N/A,794.75,807.35,733.26,745.07,3033325
2023-06-08,ETH-USD,Crypto,Cryptocurrency,N/A,738.26,767.44,716.59,745.55,4538780
2023-06-09,ETH-USD,Crypto,Cryptocurrency,N/A,745.87,773.27,703.51,730.35,2963765
2023-06-10,ETH-USD,Crypto,Cryptocurrency,N/A,735.27,811.07,715.98,790.33,3444417
2023-06-11,ETH-USD,Crypto,Cryptocurrency,N/A,774.32,882.77,744.42,849.96,3069595
2023-06-12,ETH-USD,Crypto,Cryptocurrency,N/A,867.66,877.7,812.57,822.09,2661177
2023-06-13,ETH-USD,Crypto,Cryptocurrency,N/A,819.81,853.07,807.93,840.89,2383347
2023-06-14,ETH-USD,Crypto,Cryptocurrency,N/A,824.18,892.86,799.23,866.63,4380268
2023-06-15,ETH-USD,Crypto,Cryptocurrency,N/A,867.97,890.22,825.45,847.16,6617913
2023-06-16,ETH-USD,Crypto,Cryptocurrency,N/A,847.44,876.14,772.37,799.44,6268787
2023-06-17,ETH-USD,Crypto,Cryptocurrency,N/A,798.8,818.38,780.08,799.65,1825779
2023-06-18,ETH-USD,Crypto,Cryptocurrency,N/A,807.43,820.94,781.52,794.82,6436734
2023-06-19,ETH-USD,Crypto,Cryptocurrency,N/A,800.65,818.17,764.81,781.92,2910235
2023-06-20,ETH-USD,Crypto,Cryptocurrency,N/A,784.2,805.37,775.17,796.2,4516039
2023-06-21,ETH-USD,Crypto,Cryptocurrency,N/A,799.72,811.47,762.28,773.65,2139012
2023-06-22,ETH-USD,Crypto,Cryptocurrency,N/A,772.85,796.96,716.9,739.98,3728437
2023-06-23,ETH-USD,Crypto,Cryptocurrency,N/A,752.88,775.77,721.09,743.71,4056769
2023-06-24,ETH-USD,Crypto,Cryptocurrency,N/A,732.91,775.57,713.56,755.62,1638282
2023-06-25,ETH-USD,Crypto,Cryptocurrency,N/A,756.65,764.25,714.79,722.04,4519975
2023-06-26,ETH-USD,Crypto,Cryptocurrency,N/A,722.5,764.93,707.52,749.38,6673203
2023-06-27,ETH-USD,Crypto,Cryptocurrency,N/A,755.36,765.89,689.83,699.58,3079158
2023-06-28,ETH-USD,Crypto,Cryptocurrency,N/A,693.79,716.54,661.95,684.39,6876401
2023-06-29,ETH-USD,Crypto,Cryptocurrency,N/A,672.68,690.85,659.91,677.99,3086021
2023-06-30,ETH-USD,Crypto,Cryptocurrency,N/A,679.03,689.24,651.81,661.75,5149490
2023-07-01,ETH-USD,Crypto,Cryptocurrency,N/A,663.58,679.36,632.3,647.71,1129396
2023-07-02,ETH-USD,Crypto,Cryptocurrency,N/A,657.18,710.52,645.0,697.59,11361884
2023-07-03,ETH-USD,Crypto,Cryptocurrency,N/A,688.9,713.15,651.4,675.17,7390958
2023-07-04,ETH-USD,Crypto,Cryptocurrency,N/A,682.82,756.85,670.68,743.63,2936235
2023-07-05,ETH-USD,Crypto,Cryptocurrency,N/A,760.9,770.47,747.54,757.05,1250158
2023-07-06,ETH-USD,Crypto,Cryptocurrency,N/A,754.25,765.41,749.23,760.36,3825608
2023-07-07,ETH-USD,Crypto,Cryptocurrency,N/A,750.72,793.35,733.22,775.27,1662125
2023-07-08,ETH-USD,Crypto,Cryptocurrency,N/A,772.18,873.26,757.4,856.86,4239671
2023-07-09,ETH-USD,Crypto,Cryptocurrency,N/A,856.97,867.55,814.51,824.69,4115018
2023-07-10,ETH-USD,Crypto,Cryptocurrency,N/A,829.25,856.52,763.8,789.78,2176018
2023-07-11,ETH-USD,Crypto,Cryptocurrency,N/A,785.2,807.8,745.19,767.28,6055467
2023-07-12,ETH-USD,Crypto,Cryptocurrency,N/A,778.99,797.17,750.88,768.82,5118624
2023-07-13,ETH-USD,Crypto,Cryptocurrency,N/A,760.41,786.47,694.35,718.99,5689865
2023-07-14,ETH-USD,Crypto,Cryptocurrency,N/A,706.71,740.86,686.39,720.15,3472368
2023-07-15,ETH-USD,Crypto,Cryptocurrency,N/A,727.97,783.39,715.53,770.22,1665862
2023-07-16,ETH-USD,Crypto,Cryptocurrency,N/A,753.03,787.32,741.43,775.38,5494516
2023-07-17,ETH-USD,Crypto,Cryptocurrency,N/A,773.83,797.03,744.09,767.09,3026866
2023-07-18,ETH-USD,Crypto,Cryptocurrency,N/A,790.56,811.64,729.27,749.25,1718682
2023-07-19,ETH-USD,Crypto,Cryptocurrency,N/A,749.16,796.05,730.52,776.72,6746903
2023-07-20,ETH-USD,Crypto,Cryptocurrency,N/A,768.18,781.17,739.77,752.5,9654748
2023-07-21,ETH-USD,Crypto,Cryptocurrency,N/A,752.07,832.6,730.77,809.66,3383711
2023-07-22,ETH-USD,Crypto,Cryptocurrency,N/A,809.26,889.55,795.0,874.15,9961103
2023-07-23,ETH-USD,Crypto,Cryptocurrency,N/A,875.53,903.76,855.61,883.65,3577443
2023-07-24,ETH-USD,Crypto,Cryptocurrency,N/A,889.4,920.45,853.04,883.91,2891456
2023-07-25,ETH-USD,Crypto,Cryptocurrency,N/A,874.89,938.0,858.82,921.08,2472755
2023-07-26,ETH-USD,Crypto,Cryptocurrency,N/A,936.34,973.02,925.84,962.24,7577559
2023-07-27,ETH-USD,Crypto,Cryptocurrency,N/A,964.55,979.3,918.69,932.96,2280830
2023-07-28,ETH-USD,Crypto,Cryptocurrency,N/A,939.61,969.08,885.86,914.54,5017626
2023-07-29,ETH-USD,Crypto,Cryptocurrency,N/A,908.9,932.13,846.71,868.92,2598027
2023-07-30,ETH-USD,Crypto,Cryptocurrency,N/A,879.89,903.55,860.05,883.63,2714027
2023-07-31,ETH-USD,Crypto,Cryptocurrency,N/A,881.41,925.48,864.17,907.73,5685861
