flight_id,distance_km,battery_level_pct,temperature_c,humidity_pct,wind_speed_kmh,payload_weight_kg,altitude_m,pilot_experience_years,traffic_density_index,sensor_reading,weather_condition,drone_type,delivery_zone,is_weekend,night_flight,gps_signal_lost,restricted_airspace_clearance,operator_certification_level,traffic_level,risk_score_hidden,risk_level
FL100655,4.58,68.4,24.6,44.6,5.4,1.73,82.0,0.3,45.2,58.91,Rainy,Quadcopter,Rural,True,False,False,False,Expert,Medium,4.54,Low
FL101213,4.35,67.8,37.1,65.5,4.4,3.42,76.1,2.1,16.3,42.49,Cloudy,Hexacopter,Suburban,True,False,False,False,Expert,Low,0.36,Low
FL100838,3.92,100.0,22.9,43.5,16.0,0.69,81.9,3.6,49.9,37.08,Cloudy,Quadcopter,Urban,False,False,False,False,Basic,Medium,-5.51,Low
FL102624,2.62,85.5,20.6,36.7,5.5,3.52,125.5,0.7,44.4,38.37,Rainy,Hexacopter,Suburban,False,False,False,True,Expert,Medium,3.44,Low
FL102588,8.83,72.8,33.6,61.0,7.7,1.1,87.6,0.2,16.0,36.72,Cloudy,Quadcopter,Suburban,False,False,False,False,Expert,Low,7.34,Low
FL102350,10.63,84.8,23.7,27.6,6.6,4.22,115.3,2.0,69.3,48.57,Clear,Hexacopter,Restricted,False,True,False,False,Basic,High,58.36,High
FL101709,6.26,61.7,20.0,55.5,4.5,1.66,85.5,0.7,13.5,34.8,Rainy,Quadcopter,Urban,True,False,True,True,Basic,Low,20.92,High
FL102023,0.3,47.0,30.9,40.5,27.5,3.24,130.7,1.3,40.4,45.48,Cloudy,Quadcopter,Urban,True,True,False,True,Advanced,Medium,-2.3,Low
FL100976,10.18,73.3,28.5,44.0,5.8,3.45,79.2,5.5,53.5,55.54,Cloudy,Hexacopter,Urban,True,False,False,True,Advanced,Medium,-4.04,Low
FL100445,2.35,59.5,43.7,53.3,9.1,2.76,146.7,0.7,32.5,50.61,Clear,Hexacopter,Suburban,False,True,False,True,Advanced,Medium,2.4,Low
FL100617,6.36,81.0,24.9,51.0,35.2,2.53,100.4,0.8,40.9,43.68,Cloudy,Quadcopter,Rural,False,False,False,True,Advanced,Medium,-6.94,Low
FL101474,6.51,61.7,33.7,48.9,2.8,2.02,112.7,1.5,52.6,47.55,Clear,Quadcopter,Urban,True,False,False,True,Expert,Medium,-14.17,Low
FL101778,20.21,99.6,20.7,100.0,4.0,2.29,108.8,1.3,14.4,50.54,Foggy,Quadcopter,Urban,False,False,False,True,Expert,Low,28.38,High
FL102517,12.15,100.0,20.2,67.8,16.5,3.53,81.1,4.2,59.9,45.2,Cloudy,FixedWing,Urban,False,False,False,True,Advanced,Medium,-1.74,Low
FL101244,6.53,86.3,32.4,51.3,14.5,4.57,117.3,2.5,38.1,41.66,Cloudy,FixedWing,Urban,True,True,False,True,Advanced,Medium,12.4,Medium
FL102995,1.29,75.0,28.0,56.6,8.4,4.0,94.8,3.2,22.7,40.2,Foggy,Hexacopter,Suburban,False,False,False,True,Expert,Low,0.53,Low
FL102552,4.65,48.5,21.1,62.6,18.4,8.0,140.3,15.0,60.9,44.84,Cloudy,Quadcopter,Suburban,True,False,False,True,Advanced,Medium,23.59,High
FL100547,10.17,62.8,19.3,56.4,2.7,1.17,105.3,0.7,57.7,38.78,Foggy,Hexacopter,Suburban,False,False,False,False,Advanced,Medium,6.57,Low
FL102210,2.39,84.8,22.3,48.5,4.3,1.14,82.2,0.9,29.6,35.85,Cloudy,FixedWing,Suburban,False,False,False,True,Basic,Low,4.17,Low
FL101623,4.66,65.6,30.3,46.2,9.8,1.61,124.0,1.7,9.1,52.52,Rainy,Quadcopter,Urban,True,False,False,False,Expert,Low,-7.89,Low
FL100263,13.92,60.7,14.8,86.1,15.9,3.46,112.3,1.9,16.1,36.62,Windy,Quadcopter,Suburban,False,False,False,False,Basic,Low,3.33,Low
FL101397,10.47,66.7,26.4,56.3,25.8,4.39,84.0,0.2,63.7,48.79,Foggy,Quadcopter,Suburban,False,True,False,False,Advanced,High,2.11,Low
FL102353,5.75,98.8,37.7,40.2,19.7,1.02,64.8,1.4,30.1,50.15,Stormy,Quadcopter,Urban,False,False,False,True,Basic,Medium,12.56,Medium
FL101815,7.63,60.2,27.1,48.1,8.2,1.28,48.7,0.4,55.2,48.87,Cloudy,Hexacopter,Suburban,False,False,False,True,Basic,Medium,5.42,Low
FL100353,2.8,79.9,30.4,43.7,8.1,1.96,61.0,13.0,39.6,50.89,Clear,Quadcopter,Suburban,True,False,False,True,Basic,Medium,5.64,Low
FL101075,2.97,96.6,29.6,64.7,12.8,3.73,65.2,3.5,72.9,56.05,Stormy,Quadcopter,Urban,False,False,False,False,Expert,High,8.54,Medium
FL100208,6.88,68.1,19.8,38.2,9.6,4.82,128.5,1.6,70.0,55.92,Cloudy,Quadcopter,Urban,False,False,False,False,Basic,High,0.36,Low
FL100613,8.57,58.0,29.0,93.1,5.0,0.8,135.0,4.3,22.4,44.82,Clear,Hexacopter,Urban,False,False,True,True,Basic,Low,7.03,Low
FL102090,4.59,76.3,36.0,81.4,25.3,2.21,71.8,3.4,62.3,45.8,Foggy,Quadcopter,Rural,True,False,False,True,Basic,Medium,13.74,Medium
FL102099,7.88,89.3,30.9,62.2,0.8,2.0,79.4,1.2,84.7,38.72,Foggy,Quadcopter,Suburban,True,False,True,True,Basic,High,28.36,High
FL101498,3.22,84.5,19.5,70.4,33.0,1.45,100.7,1.1,28.5,63.99,Rainy,Quadcopter,Urban,False,False,False,False,Advanced,Low,46.38,High
FL101135,12.65,90.8,37.3,66.9,10.7,2.94,135.5,0.4,15.6,60.14,Foggy,Quadcopter,Urban,False,False,False,True,Basic,Low,18.25,High
FL102880,25.36,100.0,37.7,71.8,12.2,1.75,105.9,7.8,29.7,31.49,Clear,Hexacopter,Rural,True,False,False,True,Basic,Medium,55.86,High
FL102078,7.82,77.8,43.7,44.9,3.4,8.0,86.7,0.5,43.8,57.85,Clear,Quadcopter,Rural,False,False,False,True,Basic,Medium,33.51,High
FL100057,7.05,64.6,24.8,58.4,27.5,3.07,112.8,1.0,57.0,54.2,Clear,Hexacopter,Suburban,True,False,False,True,Basic,Medium,0.68,Low
FL102483,1.63,56.3,22.4,25.5,3.8,4.2,72.4,1.7,59.0,39.0,Cloudy,Quadcopter,Suburban,False,True,False,False,Expert,Medium,-0.32,Low
FL100811,5.9,81.1,35.8,66.9,3.3,2.37,114.3,0.4,49.9,34.07,Clear,Quadcopter,Rural,False,False,False,True,Expert,Medium,-2.24,Low
FL102195,13.17,84.1,16.7,50.8,11.0,5.68,75.4,4.4,63.3,36.2,Windy,Quadcopter,Urban,True,False,False,True,Expert,High,56.34,High
FL100561,5.99,71.3,20.4,75.7,12.6,2.77,20.0,2.5,52.3,44.25,Windy,Quadcopter,Suburban,False,False,False,False,Advanced,Medium,1.58,Low
FL102943,6.2,54.7,26.2,39.6,23.0,5.82,87.4,0.9,62.3,49.41,Windy,FixedWing,Urban,False,False,False,True,Expert,Medium,0.08,Low
FL100229,6.28,81.6,48.0,41.2,16.9,2.8,88.6,1.5,24.2,39.18,Rainy,Quadcopter,Urban,False,False,True,True,Basic,Low,22.72,High
FL102509,3.2,86.3,29.9,65.6,14.0,1.5,133.2,7.8,4.8,49.75,Cloudy,Hexacopter,Restricted,False,False,False,False,Basic,Low,5.46,Low
FL101721,14.13,86.5,27.5,67.1,18.7,2.32,72.2,1.0,44.5,58.3,Rainy,Hexacopter,Rural,False,False,False,True,Advanced,Low,-1.05,Low
FL102179,9.72,78.8,29.8,63.8,8.2,0.7,67.0,1.8,37.5,,Windy,Quadcopter,Urban,False,False,False,True,Basic,Medium,14.56,Medium
FL101450,10.83,80.9,31.4,57.3,3.8,0.84,106.0,8.9,54.7,40.9,Cloudy,Hexacopter,Urban,True,True,False,True,Expert,High,-18.51,Low
FL101234,12.12,79.5,33.6,61.4,14.4,2.26,78.8,0.6,35.1,43.51,Rainy,Hexacopter,Suburban,True,False,False,False,Expert,Low,-1.25,Low
FL101071,3.97,52.7,27.9,91.3,7.7,1.57,76.6,3.5,35.6,51.07,Clear,FixedWing,Urban,True,False,False,False,Basic,Medium,-1.47,Low
FL102849,7.81,70.3,26.5,67.0,19.0,1.15,51.6,3.2,29.8,500.0,Clear,Quadcopter,Rural,False,True,True,False,Advanced,Medium,7.95,Low
FL101037,6.87,69.4,19.0,59.0,7.7,2.44,72.7,2.8,72.4,53.55,Clear,Hexacopter,Urban,False,True,False,False,Advanced,Medium,6.47,Low
FL100889,13.0,100.0,27.0,38.5,16.9,1.88,130.4,5.7,32.4,59.52,Clear,Quadcopter,Urban,False,False,False,True,Basic,Medium,5.32,Low
FL101053,5.85,78.7,15.0,78.1,40.3,0.88,91.5,6.1,72.2,45.31,Windy,Quadcopter,Urban,True,False,False,True,Advanced,High,44.4,High
FL100707,2.97,74.8,38.8,54.4,16.1,0.79,63.2,2.3,47.6,49.92,Foggy,FixedWing,Suburban,False,False,False,True,Basic,Medium,1.74,Low
FL100424,18.77,78.5,39.5,31.0,8.5,2.65,78.1,2.6,47.4,45.45,Rainy,Quadcopter,Urban,False,False,False,True,Basic,Low,25.55,High
FL100069,7.97,67.7,16.4,26.1,20.9,2.67,72.7,3.2,8.2,69.15,Cloudy,Quadcopter,Suburban,False,False,False,True,Advanced,Low,-4.61,Low
FL102249,7.48,88.0,35.3,62.0,9.4,2.06,137.6,3.4,4.3,53.79,Clear,Hexacopter,Suburban,True,False,True,True,Advanced,Low,9.12,Medium
FL102535,1.64,62.5,18.5,,2.8,1.11,101.4,0.7,65.6,41.3,Windy,FixedWing,Suburban,False,False,False,True,Advanced,Medium,8.66,Medium
FL102839,124.87,60.3,30.6,52.2,21.3,3.15,102.4,2.5,49.8,45.97,Clear,Quadcopter,Rural,False,False,False,True,Basic,Medium,-1.72,Low
FL102406,13.53,78.7,22.0,29.6,4.4,1.32,74.4,2.6,47.5,42.54,Foggy,Quadcopter,Suburban,True,False,False,True,Expert,Medium,-1.37,Low
FL102963,1.0,81.1,29.8,75.2,13.3,3.71,42.0,0.1,22.8,47.62,Foggy,Hexacopter,Urban,False,False,False,True,Basic,Medium,15.16,Medium
FL102581,3.5,90.4,28.9,67.0,22.5,1.57,120.2,0.8,28.3,45.18,Cloudy,Quadcopter,Suburban,True,True,False,True,Advanced,Low,-0.37,Low
FL102092,5.41,70.3,22.3,75.6,4.0,2.04,121.5,0.9,33.3,46.5,Cloudy,Quadcopter,Urban,True,False,False,True,Basic,Low,5.52,Low
FL100940,0.64,42.7,29.1,43.0,9.8,0.82,81.0,1.6,72.3,56.58,Clear,Quadcopter,Suburban,True,True,False,True,Expert,Medium,-3.92,Low
FL100620,15.65,86.3,29.1,50.3,11.4,3.66,94.7,7.5,44.5,55.69,Cloudy,Hexacopter,Rural,False,False,False,True,Basic,Medium,-0.77,Low
FL102519,4.86,82.6,40.9,37.6,11.6,1.91,111.7,5.2,39.5,45.98,Windy,Quadcopter,Suburban,False,False,False,True,Advanced,Medium,1.64,Low
FL101196,9.09,54.5,29.2,74.1,22.6,1.99,123.3,0.6,39.7,55.6,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,-1.87,Low
FL102067,1.81,87.2,23.2,47.5,10.0,3.11,108.1,0.8,24.3,56.24,Foggy,Quadcopter,Rural,False,False,False,False,Basic,Low,10.38,Medium
FL101032,7.94,85.8,19.6,35.3,7.1,3.02,65.0,5.2,21.3,45.31,Clear,FixedWing,Rural,False,False,False,True,Advanced,Low,-0.61,Low
FL101505,5.56,100.0,34.4,12.4,6.5,1.23,97.6,0.9,63.5,57.35,Cloudy,Quadcopter,Urban,True,False,False,True,Basic,High,0.42,Low
FL101576,7.79,77.8,31.4,47.8,6.6,1.87,113.4,7.7,46.8,54.34,Rainy,FixedWing,Suburban,False,False,False,False,Advanced,Low,1.78,Low
FL102130,3.36,83.9,21.7,60.1,8.1,3.22,99.7,1.3,16.9,40.21,Clear,Hexacopter,Suburban,False,True,False,True,Expert,Low,-13.83,Low
FL102044,3.39,82.9,22.1,,15.3,1.54,116.8,7.2,0.0,53.46,Stormy,Hexacopter,Urban,True,False,False,False,Basic,Low,16.41,Medium
FL101395,3.93,58.2,15.8,41.0,11.7,1.59,78.0,2.6,5.3,40.05,Clear,Hexacopter,Urban,False,False,False,True,Basic,Low,-2.42,Low
FL100279,5.6,69.6,33.6,61.6,6.2,4.33,81.3,4.0,37.8,57.15,Rainy,Hexacopter,Urban,True,False,False,False,Advanced,Medium,3.49,Low
FL101465,8.61,83.1,42.8,72.0,17.0,3.54,102.7,0.4,60.2,56.72,Clear,Hexacopter,Urban,False,False,False,True,Advanced,Medium,-7.67,Low
FL101503,7.67,85.1,20.5,83.8,15.8,1.93,54.8,0.6,47.3,50.38,Rainy,Quadcopter,Suburban,True,True,False,True,Basic,Medium,2.4,Low
FL102282,4.77,86.5,32.2,69.3,14.9,2.76,125.2,4.4,67.8,51.29,Clear,Quadcopter,Restricted,False,False,False,False,Expert,High,-6.91,Low
FL102838,17.91,71.5,30.0,60.8,9.1,0.24,116.0,0.9,58.0,59.26,Cloudy,Quadcopter,Suburban,False,False,False,True,Basic,Medium,16.9,Medium
FL102723,8.76,58.5,31.8,34.1,9.4,1.48,134.3,0.1,59.0,33.62,Windy,Hexacopter,Urban,False,False,False,True,Basic,Medium,9.61,Medium
FL100553,9.59,60.8,25.2,33.4,15.4,5.59,77.5,1.8,16.0,36.54,Clear,Hexacopter,Urban,False,False,False,True,Expert,Low,21.18,High
FL100834,3.33,71.7,33.0,62.3,21.7,2.05,136.5,2.0,24.7,44.49,Clear,Quadcopter,Urban,False,False,True,False,Advanced,Medium,19.1,High
FL100962,6.4,71.3,21.2,82.8,23.3,2.75,68.0,0.8,42.2,48.83,Rainy,Quadcopter,Suburban,True,True,False,True,Advanced,Low,6.92,Low
FL100596,11.55,79.2,34.0,84.2,10.5,3.46,81.2,2.5,41.5,64.73,Foggy,Quadcopter,Suburban,False,False,False,False,Basic,Medium,11.13,Medium
FL102451,4.62,70.3,42.5,80.7,9.7,0.64,100.1,3.0,69.5,46.7,Windy,FixedWing,Urban,False,False,False,True,Advanced,High,12.34,Medium
FL100802,8.61,100.0,22.2,69.7,5.5,3.11,99.9,3.7,11.2,60.3,Cloudy,Quadcopter,Urban,False,False,False,False,Basic,Low,0.51,Low
FL102136,16.72,75.1,19.4,51.1,1.9,1.88,123.2,0.3,100.0,,Foggy,Hexacopter,Urban,False,False,False,False,Advanced,High,20.04,High
FL102985,5.3,100.0,22.9,60.0,16.5,1.42,100.0,0.8,72.1,43.06,Windy,Hexacopter,Urban,True,False,False,False,Basic,High,10.91,Medium
FL102719,17.43,86.3,31.0,16.1,29.2,1.88,68.4,1.4,38.9,55.88,Clear,Hexacopter,Suburban,True,False,False,True,Basic,Medium,16.2,Medium
FL100440,0.93,97.3,32.2,48.5,9.1,1.67,52.9,0.4,88.9,48.62,Cloudy,Quadcopter,Suburban,False,False,False,False,Advanced,High,12.97,Medium
FL100508,4.04,97.1,30.6,63.2,4.8,2.3,105.0,0.9,22.1,56.83,Foggy,FixedWing,Suburban,True,False,False,True,Basic,Low,9.51,Medium
FL100076,5.74,92.9,26.9,41.0,18.0,2.85,105.1,0.0,40.6,52.77,Clear,Quadcopter,Rural,False,False,False,True,Basic,Medium,6.06,Low
FL102481,8.92,81.1,32.9,32.3,9.1,1.42,115.1,0.7,36.8,,Cloudy,FixedWing,Suburban,True,False,False,False,Basic,Low,9.14,Medium
FL100649,3.52,64.3,37.8,50.5,13.0,4.99,78.8,1.9,77.6,44.09,Clear,Quadcopter,Restricted,False,False,False,False,Basic,Medium,-0.2,Low
FL100522,9.58,88.2,29.0,54.6,10.2,1.26,80.3,1.6,59.6,42.14,Rainy,Quadcopter,Suburban,True,False,False,True,Basic,Medium,7.59,Low
FL101487,4.63,66.0,37.7,49.2,10.8,1.69,148.8,1.5,40.9,57.24,Rainy,Hexacopter,Rural,False,False,False,True,Expert,Medium,-6.01,Low
FL102208,0.63,67.9,32.7,74.5,16.9,1.07,108.9,3.0,31.2,57.43,Rainy,Quadcopter,Rural,True,False,False,False,Basic,Low,5.76,Low
FL101494,6.51,92.4,16.4,32.5,24.2,6.24,131.8,0.6,77.8,52.28,Rainy,Quadcopter,Urban,False,False,False,False,Advanced,High,37.83,High
FL100654,13.15,100.0,39.1,46.7,9.2,3.15,68.0,5.7,69.5,46.89,Windy,Hexacopter,Urban,False,False,False,True,Advanced,High,2.53,Low
FL102816,1.5,80.0,16.1,47.6,9.8,1.17,85.6,3.5,26.2,44.4,Clear,Hexacopter,Urban,False,False,False,False,Advanced,Low,-6.18,Low
FL101538,11.86,70.8,30.5,19.5,29.0,2.6,101.9,0.0,0.0,51.43,Clear,Quadcopter,Urban,False,False,False,True,Basic,Low,-1.33,Low
FL101423,3.47,61.3,18.7,75.7,26.6,2.87,72.4,0.5,40.0,53.58,Cloudy,FixedWing,Urban,False,False,False,False,Advanced,Medium,0.91,Low
FL101651,4.9,96.5,25.2,64.7,4.6,2.4,140.3,6.0,46.8,56.31,Cloudy,Quadcopter,Restricted,False,True,False,False,Basic,Low,52.36,High
FL100630,4.1,90.3,41.9,54.1,0.3,2.3,86.7,7.5,47.1,41.65,Clear,Quadcopter,Urban,True,False,False,True,Basic,Medium,0.8,Low
FL102541,2.9,94.6,35.8,32.6,23.1,2.02,57.3,7.2,40.8,47.14,Rainy,Hexacopter,Rural,True,False,False,True,Basic,Medium,1.33,Low
FL101507,5.47,84.3,17.5,85.7,1.2,3.27,43.8,4.0,31.6,52.98,Clear,Hexacopter,Restricted,True,False,False,True,Basic,Low,-7.84,Low
FL102941,8.86,83.5,18.0,53.8,27.3,2.88,135.5,1.2,47.7,58.65,Foggy,Quadcopter,Urban,False,False,False,True,Advanced,Medium,5.29,Low
FL100482,16.2,100.0,19.2,74.6,26.0,2.65,86.4,5.7,40.4,52.75,Clear,Quadcopter,Urban,False,False,True,False,Expert,Medium,18.15,High
FL101927,14.47,78.6,28.5,29.2,4.7,2.3,62.1,3.6,39.0,54.83,Clear,FixedWing,Suburban,False,False,False,True,Expert,Medium,1.85,Low
FL101113,5.74,71.7,19.8,56.5,7.1,1.94,47.9,0.9,13.3,48.12,Clear,Quadcopter,Suburban,False,False,False,False,Advanced,Low,-3.38,Low
FL102563,1.22,60.1,43.0,73.1,12.8,0.74,91.0,0.8,52.5,33.71,Rainy,Quadcopter,Rural,True,False,False,True,Expert,Medium,12.63,Medium
FL101088,5.08,86.7,25.9,22.3,5.4,0.77,107.8,0.7,67.4,58.01,Clear,Quadcopter,Urban,False,True,False,True,Basic,Medium,15.62,Medium
FL100438,7.28,72.4,26.2,54.3,15.9,2.9,82.0,4.6,41.9,56.89,Cloudy,Quadcopter,Urban,False,False,False,False,Expert,Low,-8.38,Low
FL101717,5.03,71.5,17.3,38.7,1.7,0.33,100.2,3.0,53.6,51.47,Cloudy,Quadcopter,Suburban,False,False,False,True,Advanced,High,-1.42,Low
FL102443,20.72,74.2,16.6,67.4,9.2,1.63,59.6,,58.3,49.93,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,22.23,High
FL100856,1.71,64.9,20.7,39.7,6.3,0.64,61.3,0.7,77.1,51.87,Cloudy,FixedWing,Suburban,False,False,False,True,Basic,High,9.17,Medium
FL101983,11.58,71.2,34.4,58.2,8.7,1.88,100.6,2.4,55.2,55.82,Windy,Quadcopter,Urban,False,False,False,True,Basic,Medium,7.21,Low
FL100166,5.69,81.4,33.5,60.4,19.0,4.66,86.5,3.6,35.8,57.26,Foggy,FixedWing,Urban,False,False,False,True,Basic,Low,7.2,Low
FL100059,2.52,56.3,23.5,84.2,3.7,3.67,89.5,2.7,52.3,40.42,Cloudy,Quadcopter,Rural,True,False,False,True,Advanced,Medium,3.33,Low
FL100611,13.58,72.6,42.5,88.6,14.7,3.71,80.7,0.3,68.8,35.47,Clear,FixedWing,Suburban,False,False,False,True,Expert,High,2.74,Low
FL100530,6.51,78.1,33.8,41.7,1.1,1.69,133.0,15.0,46.2,50.68,Rainy,FixedWing,Suburban,False,False,False,False,Basic,Medium,7.69,Low
FL102787,5.19,74.0,16.8,68.5,14.4,0.44,75.2,0.8,63.3,44.22,Cloudy,Quadcopter,Suburban,False,False,False,True,Basic,High,-6.9,Low
FL100049,4.47,63.6,21.7,93.6,13.7,3.72,62.1,2.6,35.7,45.82,Windy,Hexacopter,Suburban,False,False,False,True,Expert,Low,3.3,Low
FL101883,4.48,70.2,29.0,24.5,5.7,2.8,120.8,1.6,35.3,51.85,Windy,FixedWing,Urban,False,False,False,False,Advanced,Medium,0.24,Low
FL101011,7.36,100.0,33.8,47.5,28.9,41.4,95.0,1.8,41.1,47.3,Foggy,Hexacopter,Rural,True,False,False,True,Expert,Medium,21.29,High
FL100858,6.41,78.0,21.8,84.4,20.8,1.97,80.5,5.3,9.8,60.52,Clear,Quadcopter,Suburban,False,False,False,True,Advanced,Low,-2.13,Low
FL101017,2.06,65.7,23.4,40.3,7.0,1.01,151.2,8.3,35.6,43.36,Clear,Hexacopter,Urban,False,False,False,False,Advanced,Medium,-6.65,Low
FL100048,7.9,60.7,15.7,44.7,13.3,3.38,124.7,3.4,40.4,53.6,Cloudy,Quadcopter,Urban,False,False,False,True,Advanced,Medium,-3.69,Low
FL100719,7.69,62.9,36.8,48.4,2.7,0.98,167.3,3.2,22.9,48.65,Clear,FixedWing,Urban,True,False,False,False,Basic,Low,-3.83,Low
FL102390,10.49,89.8,15.5,92.1,0.9,0.74,163.9,0.9,41.6,48.97,Clear,Quadcopter,Urban,False,False,False,True,Advanced,Medium,-0.89,Low
FL102652,9.55,100.0,43.5,38.5,21.6,1.98,78.4,1.0,39.5,,Foggy,Quadcopter,Suburban,True,False,False,False,Expert,Medium,-1.53,Low
FL102246,5.3,98.1,15.4,32.3,9.1,1.85,69.8,1.7,17.9,44.18,Clear,Quadcopter,Suburban,False,False,False,True,Basic,Low,-3.43,Low
FL101159,10.27,79.1,17.4,37.0,4.2,1.21,98.9,3.3,53.0,46.41,Cloudy,Hexacopter,Urban,False,True,True,True,Basic,Medium,16.91,Medium
FL100632,4.22,65.4,34.9,49.8,7.1,2.12,95.8,1.0,30.2,39.26,Windy,Hexacopter,Rural,True,False,True,True,Basic,Low,26.22,High
FL101338,2.31,57.9,37.2,58.3,28.4,2.31,74.6,2.1,55.2,46.14,Clear,Quadcopter,Urban,False,True,False,True,Advanced,Medium,-5.28,Low
FL102127,14.49,74.3,29.8,22.4,0.7,2.27,110.4,0.6,15.4,58.51,Clear,Hexacopter,Urban,False,True,False,True,Expert,Low,7.33,Low
FL102602,0.83,75.2,18.4,,19.9,0.52,49.1,10.1,21.9,47.54,Clear,Hexacopter,Rural,False,False,False,False,Expert,Medium,-12.42,Low
FL101436,6.32,100.0,36.4,45.2,10.5,2.0,66.0,2.4,42.3,55.52,Rainy,Hexacopter,Rural,True,False,False,True,Advanced,Medium,-8.02,Low
FL100025,1.6,77.1,27.5,54.0,8.8,0.64,80.7,4.8,28.6,43.59,Clear,Hexacopter,Rural,False,True,False,False,Expert,Low,-8.69,Low
FL102965,13.09,97.3,26.9,43.9,1.7,3.28,128.4,2.3,39.1,52.51,Clear,Quadcopter,Urban,False,False,False,False,Advanced,Medium,-6.11,Low
FL100219,11.02,70.0,30.4,64.7,3.3,2.43,104.3,8.7,44.6,37.01,Foggy,FixedWing,Urban,True,False,False,True,Advanced,Low,7.77,Low
FL102818,7.86,55.4,18.1,38.4,11.6,0.72,58.5,4.6,54.7,48.59,Clear,Hexacopter,Restricted,False,False,False,True,Basic,Medium,-0.64,Low
FL100276,9.63,59.2,29.0,42.1,17.2,2.0,119.5,2.4,54.5,44.07,Clear,Quadcopter,Suburban,True,False,False,True,Advanced,High,3.45,Low
FL102157,0.76,75.6,34.0,52.6,27.4,1.53,88.4,2.8,31.5,59.22,Clear,Hexacopter,Urban,False,False,False,False,Advanced,Medium,-7.31,Low
FL101480,14.6,92.0,33.0,48.7,17.0,2.36,132.8,7.5,30.2,58.73,Stormy,Quadcopter,Urban,False,False,False,True,Advanced,Medium,6.54,Low
FL101235,5.46,73.4,32.0,36.1,10.2,1.99,87.2,1.4,35.1,53.84,Rainy,Quadcopter,Suburban,False,False,False,True,Advanced,Medium,6.68,Low
FL101593,2.52,70.1,26.4,47.9,10.9,1.31,155.7,0.1,25.8,47.63,Cloudy,Quadcopter,Suburban,False,False,False,True,Expert,Low,1.24,Low
FL100999,6.7,79.4,27.4,56.2,4.2,0.47,72.5,1.8,33.4,61.8,Clear,Quadcopter,Urban,False,False,False,True,Basic,Low,1.18,Low
FL102140,7.18,69.4,28.0,51.1,13.2,5.81,112.8,5.3,43.8,56.54,Foggy,Quadcopter,Urban,False,False,False,True,Expert,Medium,26.27,High
FL100361,5.1,64.6,33.3,43.3,14.8,3.45,63.9,0.3,24.6,42.07,Foggy,Hexacopter,Urban,False,True,False,True,Advanced,Low,17.31,Medium
FL101457,13.39,80.7,42.3,41.2,8.8,2.4,110.5,1.3,35.3,46.24,Foggy,Quadcopter,Rural,True,True,False,True,Advanced,Medium,0.21,Low
FL101993,15.3,59.6,24.4,61.3,17.6,1.27,78.3,4.0,16.5,50.63,Clear,Quadcopter,Urban,True,False,False,False,Advanced,Low,19.17,High
FL101671,7.4,70.9,24.1,46.9,5.9,1.79,95.4,0.7,35.3,45.91,Clear,Quadcopter,Urban,False,False,False,False,Expert,Low,3.71,Low
FL102334,3.56,66.6,19.8,35.8,1.3,0.97,104.0,3.4,42.5,50.07,Cloudy,Hexacopter,Urban,False,False,False,True,Basic,Low,-3.44,Low
FL101650,6.26,81.1,23.5,79.9,18.4,4.55,78.6,1.8,56.0,46.98,Foggy,Quadcopter,Rural,False,False,False,False,Advanced,Medium,1.51,Low
FL101835,3.14,66.9,34.6,56.8,21.8,4.19,122.2,3.4,43.5,51.09,Windy,Hexacopter,Suburban,True,False,False,False,Expert,High,-4.75,Low
FL101114,2.49,72.7,14.2,74.7,22.4,2.71,54.9,5.6,64.0,47.22,Clear,FixedWing,Urban,False,False,False,True,Advanced,High,-0.45,Low
FL101846,8.14,75.5,34.8,69.8,15.6,1.04,118.9,13.5,9.9,48.6,Cloudy,Quadcopter,Urban,False,False,False,False,Advanced,Low,-4.07,Low
FL101317,8.16,62.7,32.3,22.5,5.1,1.52,106.9,0.8,37.3,999.0,Clear,FixedWing,Urban,True,False,False,True,Basic,Medium,16.91,Medium
FL102629,3.52,74.0,26.2,59.4,3.5,1.86,81.8,1.8,81.6,58.84,Clear,Hexacopter,Suburban,False,False,False,True,Advanced,High,0.43,Low
FL100297,2.06,70.0,24.4,51.7,14.1,0.79,128.4,4.9,45.2,48.87,Foggy,Quadcopter,Urban,True,False,False,True,Advanced,Medium,10.76,Medium
FL101313,0.92,100.0,35.7,83.6,21.6,3.66,104.9,,32.1,59.28,Clear,Quadcopter,Rural,False,False,False,True,Advanced,Medium,-10.02,Low
FL100937,6.89,87.3,48.0,51.8,6.2,2.89,104.4,1.3,71.2,69.11,Windy,Quadcopter,Rural,False,False,False,True,Advanced,High,9.69,Medium
FL100240,11.94,69.6,33.6,64.6,9.3,2.17,55.5,1.0,44.8,31.22,Windy,Hexacopter,Urban,False,False,False,False,Basic,Medium,13.49,Medium
FL101432,4.63,89.5,31.2,75.8,31.1,0.36,121.9,2.1,51.7,63.12,Windy,Quadcopter,Rural,True,False,False,True,Advanced,Medium,47.65,High
FL100582,1.51,87.6,35.7,,6.2,3.15,108.1,2.8,30.3,51.93,Clear,Quadcopter,Rural,False,False,False,False,Basic,Low,3.37,Low
FL102906,11.27,78.0,27.9,23.8,14.4,2.53,88.9,1.0,22.5,40.0,Cloudy,Quadcopter,Rural,False,False,False,False,Expert,Low,-1.74,Low
